"","X.1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X1","X2"
"5714",9389,"MSTRG.9676|RASAL1",163.445954966301,-1.26427978138827,0.483445644331768,-2.61514359724099,0.00891899492977709,0.0420609638201223,"MSTRG.9676","RASAL1"
"5738",9436,"ENSG00000185028|LRRC14B",2.24321509635161,-2.86748468994956,1.09944027821686,-2.60813137990562,0.00910380056033284,0.0427228147752237,"ENSG00000185028","LRRC14B"
"5742",9445,"MSTRG.29110|GPR78",52.6486207831141,-1.23249713486947,0.472970871351561,-2.60586266411605,0.00916431986339319,0.0429657686255521,"MSTRG.29110","GPR78"
"5751",9461,"MSTRG.25405|BRWD1",297.977372612883,-1.69876864993163,0.65239228583888,-2.60390670890178,0.00921678408312492,0.0431476689305537,"MSTRG.25405","BRWD1"
"5760",9483,"MSTRG.28364|SLC66A1L",6.05787409968235,-1.76275964088412,0.678200019645622,-2.59917368006744,0.00934484793233654,0.0436454953830452,"MSTRG.28364","SLC66A1L"
"5769",9504,"ENSG00000284705",10.2053765294431,-1.77156880717,0.682983950219863,-2.59386594165164,0.00949034834698574,0.0442269243683146,"ENSG00000284705","ENSG00000284705"
"5775",9514,"MSTRG.13874|FAM174B",199.267770965515,-1.2786455830528,0.493183531933423,-2.59263641273694,0.00952434015493024,0.0443385869961271,"MSTRG.13874","FAM174B"
"5786",9533,"MSTRG.29583|EPHA5-AS1",7.0666638272389,-1.00919060727799,0.38974198023737,-2.58938133034411,0.00961485560458037,0.0446752704124526,"MSTRG.29583","EPHA5-AS1"
"5790",9547,"MSTRG.6530|MS4A15",9.73880220778567,-2.13144628694436,0.823837319635551,-2.58721744711355,0.00967545122226039,0.0448907625618089,"MSTRG.6530","MS4A15"
"5809",9576,"MSTRG.2920|RABGAP1L",377.99938326251,-1.42114215906219,0.550168255801071,-2.58310461222984,0.00979156281099971,0.0452916135801391,"MSTRG.2920","RABGAP1L"
"5815",9585,"ENSG00000161905|ALOX15",6.29674918321222,-1.58129293309449,0.612642951454062,-2.58110034456679,0.00984859506737761,0.0455125561074987,"ENSG00000161905","ALOX15"
"5835",9629,"MSTRG.41445|ARMCX1",276.7798283498,-1.29499671121714,0.502711115301151,-2.57602561749877,0.00999432413668246,0.0459745150889414,"MSTRG.41445","ARMCX1"
"5868",9686,"MSTRG.14622|REXO5",30.867986895861,-1.22959472759944,0.478653797748819,-2.56886027726596,0.0102033588081149,0.0466593074732354,"MSTRG.14622","REXO5"
"5882",9709,"MSTRG.1563|ST6GALNAC5",518.494671736867,-1.87501050371239,0.730986957214966,-2.56503961555773,0.0103164025614958,0.047064261123257,"MSTRG.1563","ST6GALNAC5"
"5888",9715,"MSTRG.18034|MYADML2",38.1342310644209,-1.06523153084669,0.415463557751895,-2.56395900668338,0.0103485766200896,0.0471818240083756,"MSTRG.18034","MYADML2"
"5904",9747,"MSTRG.24507|NECAB3",208.633741984979,-1.35535911865859,0.529256771474969,-2.56087251350868,0.0104409662205683,0.0474513251985976,"MSTRG.24507","NECAB3"
"5914",9766,"MSTRG.22977|CACNB4",637.99374565473,-1.42857790717081,0.558216168198063,-2.55918403757867,0.0104918181723951,0.0475894660704162,"MSTRG.22977","CACNB4"
"5922",9779,"MSTRG.38203|NIPAL2",150.989374596471,-1.93786442445726,0.758030755984528,-2.55644564439918,0.0105747590963844,0.0479066825436491,"MSTRG.38203","NIPAL2"
"5924",9783,"MSTRG.1363|DAB1",83.4726982108002,-2.56937172262751,1.00513156614713,-2.5562541354426,0.0105805813118537,0.0479087099882742,"MSTRG.1363","DAB1"
"5927",9789,"MSTRG.23346|LINC01090",5.70902034769608,-2.26675156161025,0.887173074913661,-2.55502745259807,0.0106179423346966,0.0480530651252439,"MSTRG.23346","LINC01090"
"5939",9808,"MSTRG.41471|BHLHB9",169.458204956565,-3.69141325408364,1.44606967368008,-2.55272157439649,0.0106884900459879,0.0482784219305902,"MSTRG.41471","BHLHB9"
"5944",9818,"ENSG00000176584|DMBT1L1",3.57583048590796,-2.16541391068801,0.848823182821128,-2.55107772091132,0.0107390374613002,0.0484534701325771,"ENSG00000176584","DMBT1L1"
"5947",9835,"MSTRG.4692|LRRTM3",331.281077353849,-1.14554207473434,0.449791804644388,-2.54682736080534,0.0108707197669948,0.0489664277122904,"MSTRG.4692","LRRTM3"
"5957",9849,"MSTRG.8954|RBMS2",41.7356210962552,-2.11003079177268,0.82892007729157,-2.54551777617335,0.0109115808034876,0.0490854564090941,"MSTRG.8954","RBMS2"
"5959",9851,"MSTRG.26593|CAV3",0.98693676018639,-2.6274384063045,1.03239814616688,-2.54498559113046,0.0109282247553558,0.0491503246475619,"MSTRG.26593","CAV3"
"5963",9858,"ENSG00000287334",1.74486542356291,-2.74971666495601,1.08079755879204,-2.54415514042172,0.0109542419644543,0.0492322728330257,"ENSG00000287334","ENSG00000287334"
"5985",9904,"MSTRG.32075|CXCL14",710.052840646434,-1.11440140330283,0.438904431372602,-2.53905252179322,0.0111153135177687,0.0497236198879072,"MSTRG.32075","CXCL14"
"5990",9909,"MSTRG.24601|NDRG3",2394.76370189587,-1.32617061364623,0.522504688766439,-2.53810280014355,0.0111455240170686,0.0498335477040729,"MSTRG.24601","NDRG3"
"5992",9912,"MSTRG.19422|TSPAN16",3.83049976202429,-2.14374584471721,0.844881032669317,-2.53733456170067,0.0111700148991135,0.0499278995419776,"MSTRG.19422","TSPAN16"
"6002",9932,"MSTRG.6178|CCDC34",117.911259760366,-1.02624436442539,0.40478392672006,-2.53528931531692,0.0112354490306868,0.0501190148404902,"MSTRG.6178","CCDC34"
"6010",9942,"MSTRG.10783|LINC00456",3.1720790943001,-2.22551913168075,0.878410481747535,-2.53357533627472,0.0112905467639019,0.0503140183544705,"MSTRG.10783","LINC00456"
"6017",9953,"MSTRG.5145|CYP2C18",7.36055329311935,-2.10496710553139,0.831488015783319,-2.53156637928012,0.0113554321836422,0.0505471111159469,"MSTRG.5145","CYP2C18"
"6023",9968,"MSTRG.20288|DMAC2",154.179949788889,-1.16592066110853,0.461323287708153,-2.52733970335815,0.0114930275775564,0.0510824338846804,"MSTRG.20288","DMAC2"
"6027",9973,"MSTRG.34126|MCHR2",116.380818941363,-1.32701840449197,0.525239298412212,-2.52650250753041,0.0115204566002451,0.051178615341109,"MSTRG.34126","MCHR2"
"6034",9981,"MSTRG.35338|CRHR2",37.7726987633475,-2.0696935581955,0.819561870459296,-2.52536584826184,0.0115577899108739,0.0513032164732323,"MSTRG.35338","CRHR2"
"6038",9991,"MSTRG.6619|CHRM1",688.605760940404,-1.3639722477022,0.540385413529297,-2.52407302927367,0.011600382712993,0.0514406216572751,"MSTRG.6619","CHRM1"
"6054",10029,"MSTRG.30140|SMIM43",119.842207904706,-1.59310250580863,0.632385248571506,-2.51919618524829,0.0117623099345961,0.0519657794831601,"MSTRG.30140","SMIM43"
"6061",10042,"MSTRG.30428|TDO2",6.41598595645064,-2.38703256424451,0.948138409129572,-2.51759926742752,0.0118157668681475,0.0521342111305507,"MSTRG.30428","TDO2"
"6068",10059,"ENSG00000196092|PAX5",7.09906528817269,-1.21207134930351,0.48166182401758,-2.51643640592798,0.0118548291994708,0.0522155548574434,"ENSG00000196092","PAX5"
"6076",10072,"MSTRG.8379|LINC02955",6.41582323682247,-1.95114692062574,0.775837322545781,-2.51489180002758,0.0119068919802849,0.0523794227022845,"MSTRG.8379","LINC02955"
"6080",10077,"MSTRG.22237|RNF103-CHMP3",2.49546152478434,-1.58742278427364,0.631511793503433,-2.5136866810786,0.0119476526374373,0.0525325914532978,"MSTRG.22237","RNF103-CHMP3"
"6086",10090,"ENSG00000229855",8.67446130288472,-2.93116991063994,1.16683523825149,-2.51206838339259,0.0120025827966546,0.0527059571605134,"ENSG00000229855","ENSG00000229855"
"6088",10093,"ENSG00000231013|SCTR-AS1",2.69567216648643,-2.63219022187109,1.04788174897739,-2.51191532292627,0.0120077897252736,0.0527179644799558,"ENSG00000231013","SCTR-AS1"
"6108",10131,"MSTRG.27894|SLC12A8",25.0045056268577,-2.070600676169,0.825598698709263,-2.50799895809692,0.0121417025161716,0.0531064460265274,"MSTRG.27894","SLC12A8"
"6117",10148,"MSTRG.37472|ESCO2",3.30876263795699,-1.51583155302281,0.604937615240703,-2.50576508194099,0.0122186770437958,0.0533580283234402,"MSTRG.37472","ESCO2"
"6120",10152,"MSTRG.2542|MTX1P1",14.6922745211548,-2.10439019955174,0.840227261605216,-2.50454882353067,0.0122607682079908,0.0535189376543025,"MSTRG.2542","MTX1P1"
"6121",10153,"ENSG00000285561",4.2771300223651,-2.42246697086401,0.967235916023822,-2.50452545313086,0.0122615782458966,0.0535189376543025,"ENSG00000285561","ENSG00000285561"
"6126",10163,"ENSG00000234891",3.66195455545633,-1.46103368741581,0.583542274795665,-2.50373237813389,0.012289095019373,0.0535795677542922,"ENSG00000234891","ENSG00000234891"
"6127",10164,"MSTRG.2805|GPA33",6.34087727254912,-1.28969452461626,0.515113182978329,-2.50371096534432,0.0122898387219619,0.0535795677542922,"MSTRG.2805","GPA33"
"6130",10170,"MSTRG.2962|SEC16B",9.55062929157631,-1.36786936135925,0.546420042109403,-2.50332940951199,0.012303097491751,0.0536057985175841,"MSTRG.2962","SEC16B"
"6134",10175,"MSTRG.31963|HSPA8P4",3.50577515802704,-1.16072513575161,0.463754869157483,-2.50288506481954,0.0123185540959134,0.0536510718442768,"MSTRG.31963","HSPA8P4"
"6142",10194,"MSTRG.24735|SLC12A5-AS1",5.96218032157886,-1.04154249305077,0.416594025160712,-2.5001378563914,0.0124144987077516,0.0539642981503638,"MSTRG.24735","SLC12A5-AS1"
"6147",10202,"MSTRG.36962|PTPRN2",2142.27716100935,-1.50118570120326,0.600552615165728,-2.49967390582256,0.0124307670658643,0.0539961444423479,"MSTRG.36962","PTPRN2"
"6157",10219,"MSTRG.9816|C12orf43",146.325505515792,-1.43795647494932,0.575937617124458,-2.49672261750977,0.0125346963120339,0.0543567788074682,"MSTRG.9816","C12orf43"
"6160",10223,"MSTRG.5865|HBE1",1.80789446928618,-3.3297323817594,1.33396276781336,-2.4961209278858,0.0125559789076237,0.0544277120402846,"MSTRG.5865","HBE1"
"6163",10228,"MSTRG.37621|RNF5P1",7.54704435312721,-1.59018764581424,0.637173653162144,-2.49568957837869,0.0125712560210568,0.054472567262303,"MSTRG.37621","RNF5P1"
"6188",10274,"MSTRG.41018|PIM2",80.1633403396592,-1.62784683957955,0.654367340433865,-2.48766516754984,0.0128584730373184,0.0554724014440318,"MSTRG.41018","PIM2"
"6189",10278,"MSTRG.812|HPCA",2559.67143797799,-1.77411798871853,0.713347051612423,-2.48703346387762,0.0128813281727061,0.0555493139404833,"MSTRG.812","HPCA"
"6193",10283,"MSTRG.20589|DHDH",5.56607195599975,-2.74096819289454,1.10256275598655,-2.48599744369378,0.0129188893588297,0.0556841294430999,"MSTRG.20589","DHDH"
"6205",10300,"MSTRG.40561|MT-TK",29.8190255290108,-1.42501966045805,0.573965834781979,-2.48276042597439,0.0130368733901469,0.056099676556783,"MSTRG.40561","MT-TK"
"6208",10306,"MSTRG.17437|RNF43",31.1677258978301,-1.1059994983015,0.445617929056011,-2.4819456897626,0.013066718912764,0.0561952820959325,"MSTRG.17437","RNF43"
"6217",10321,"MSTRG.6630|SLC22A10",17.6542285045898,-1.37083532155243,0.552767230591721,-2.47995041255429,0.0131400655132776,0.0564283664449525,"MSTRG.6630","SLC22A10"
"6221",10327,"ENSG00000125207|PIWIL1",4.85195498004699,-2.2085024917598,0.890829119504678,-2.47915390663002,0.013169446680387,0.0565215925979676,"ENSG00000125207","PIWIL1"
"6225",10338,"MSTRG.5261|PDZD7",38.728231286464,-1.18937170748777,0.479985453668402,-2.47793281733376,0.013214602491275,0.0566511286807189,"MSTRG.5261","PDZD7"
"6230",10344,"MSTRG.961|HPCAL4",4102.11656022822,-2.2541474273165,0.910039598023754,-2.47697730100054,0.0132500328454445,0.0567737448462911,"MSTRG.961","HPCAL4"
"6235",10356,"ENSG00000233028",2.9078455707454,-1.292594360725,0.522235714058801,-2.47511674504027,0.0133192629346145,0.0570040724473112,"ENSG00000233028","ENSG00000233028"
"6262",10403,"MSTRG.38720|TSSK5P",6.02122254593868,-2.37573481708947,0.963001017091695,-2.46701174238039,0.0136245889588268,0.0580466584248733,"MSTRG.38720","TSSK5P"
"6263",10406,"ENSG00000249362|LINC02488",2.12254073171309,-2.62991929998725,1.06620908783484,-2.4666074693922,0.013639979055498,0.0580954282338719,"ENSG00000249362","LINC02488"
"6267",10419,"MSTRG.28696|GPS2P2",1.95748372329736,-1.46077870868085,0.592919120834207,-2.46370652817809,0.013750864920951,0.0585000703788137,"MSTRG.28696","GPS2P2"
"6271",10428,"MSTRG.32490|LINC01202",26.8497082823239,-1.75909080565044,0.714429279802175,-2.46223223961024,0.0138075227874193,0.0586927129675649,"MSTRG.32490","LINC01202"
"6292",10472,"MSTRG.33547|DPRXP2",3.52744592907703,-1.69980580412994,0.69158392434105,-2.4578445858896,0.0139773647048093,0.059173208953355,"MSTRG.33547","DPRXP2"
"6295",10475,"MSTRG.410|CPLANE2",22.2905743469619,-1.32577699591052,0.539486192217945,-2.45748086797173,0.0139915263072953,0.0592143112703087,"MSTRG.410","CPLANE2"
"6298",10478,"MSTRG.3931|LYPD8",12.1890523386774,-1.31414849037568,0.534774337087951,-2.45738884466992,0.0139951113035816,0.0592143112703087,"MSTRG.3931","LYPD8"
"6308",10502,"MSTRG.16312|USP32P1",28.1663890440128,-1.27165921420066,0.518105361817424,-2.45444133166255,0.0141103687227085,0.059565134015964,"MSTRG.16312","USP32P1"
"6313",10513,"MSTRG.25774|ASH2LP3",2.68658866666057,-1.27245880221547,0.518658074359291,-2.45336738233057,0.0141525714011439,0.0596805915925741,"MSTRG.25774","ASH2LP3"
"6320",10526,"MSTRG.31493|CRHBP",123.111181899834,-1.13528405807105,0.463010315468577,-2.45196277521834,0.0142079359220965,0.0598360122744878,"MSTRG.31493","CRHBP"
"6334",10546,"ENSG00000188124|OR2AG2",3.53779478424071,-1.5899849659057,0.648992572168606,-2.44992783290689,0.014288484932079,0.0600646325218981,"ENSG00000188124","OR2AG2"
"6343",10559,"ENSG00000287983",1.14944814949513,-2.84858909669657,1.16358610672765,-2.44811198778201,0.0143607012727383,0.0602936661908794,"ENSG00000287983","ENSG00000287983"
"6345",10565,"MSTRG.27818|HGD",7.8039071294721,-2.26469411750729,0.925303768375378,-2.44751420550634,0.0143845454689853,0.0603547159953127,"MSTRG.27818","HGD"
"6376",10610,"MSTRG.32255|SPRY4-AS1",4.73700385272098,-1.60615221374392,0.658074910362771,-2.44068295030197,0.0146595185216684,0.0612573300902616,"MSTRG.32255","SPRY4-AS1"
"6379",10613,"MSTRG.29117|ENPP7P10",2.4184070609503,-1.77070265757333,0.72559728287742,-2.44033804888499,0.0146735236216955,0.0612984681151293,"MSTRG.29117","ENPP7P10"
"6385",10625,"MSTRG.35165|DGKB",537.096738602718,-1.14447927303845,0.46931590884103,-2.43861171436683,0.0147438007271946,0.0615222769511428,"MSTRG.35165","DGKB"
"6392",10644,"MSTRG.24283|TASP1",54.2963813712468,-2.52308657244366,1.03531799619944,-2.43701604889096,0.0148090220899878,0.0616837914079949,"MSTRG.24283","TASP1"
"6398",10652,"ENSG00000259017",1.98086652085582,-2.01844391368099,0.828460575856047,-2.43637895695318,0.0148351335773145,0.061746005120947,"ENSG00000259017","ENSG00000259017"
"6400",10655,"MSTRG.30141|PP12613",8.3833109333395,-1.06467979516763,0.437055692519962,-2.43602774975641,0.0148495452954747,0.0617885344206506,"MSTRG.30141","PP12613"
"6401",10656,"MSTRG.40499|U1",1.49635322154931,-1.39857495749942,0.574185450516667,-2.43575478312964,0.0148607549461323,0.0618293571281004,"MSTRG.40499","U1"
"6408",10664,"ENSG00000287455",1.56223514668205,-3.82570774637452,1.57117557083437,-2.43493331833239,0.0148945342244868,0.0619232695439019,"ENSG00000287455","ENSG00000287455"
"6410",10667,"MSTRG.24362|CFAP61-AS1",0.923189335487153,-2.19677253561278,0.90237039179611,-2.43444660372803,0.0149145802121284,0.0619862730060659,"MSTRG.24362","CFAP61-AS1"
"6412",10670,"MSTRG.12817|NUSAP1",1.75834162698207,-2.29558911874596,0.943070541351178,-2.43416480325742,0.0149261974010407,0.0620192701950598,"MSTRG.12817","NUSAP1"
"6415",10678,"MSTRG.12002|NRXN3",202.100933949118,-2.02256390204392,0.83109465849527,-2.43361436795401,0.0149489120234927,0.0620676131187699,"MSTRG.12002","NRXN3"
"6421",10697,"MSTRG.37679|RNF170",280.703454766939,-1.24198346630369,0.51089134062363,-2.43101295235819,0.015056676298046,0.0624036761112265,"MSTRG.37679","RNF170"
"6430",10711,"MSTRG.25272|RNA5SP490",1.17254611112842,-1.50774415966813,0.620761194144157,-2.42886342427842,0.0151462367099856,0.0626925700023207,"MSTRG.25272","RNA5SP490"
"6433",10714,"MSTRG.14756|XPO6",489.664612298642,-1.42512836740553,0.586828889394892,-2.42852455487502,0.0151603984819013,0.062739437664732,"MSTRG.14756","XPO6"
"6455",10744,"MSTRG.18987|PRTN3",10.0979817606835,-2.03587628529857,0.839943029404509,-2.42382663350625,0.0153579352158675,0.0633834721495997,"MSTRG.18987","PRTN3"
"6458",10748,"MSTRG.28531|LINC01208",2.79936890535551,-2.07623502917115,0.856738158703619,-2.42341841329074,0.015375206450609,0.0634324132471364,"MSTRG.28531","LINC01208"
"6474",10774,"MSTRG.26337|NDUFA6-DT",35.2870006616875,-1.02484324877805,0.423613395357492,-2.41928904989695,0.0155508775841696,0.0640018520461325,"MSTRG.26337","NDUFA6-DT"
"6476",10781,"MSTRG.26053|RFPL2",38.8113385808832,-1.36117359124226,0.563063685968101,-2.41744162368051,0.0156300408678001,0.0642808911679998,"MSTRG.26053","RFPL2"
"6481",10788,"MSTRG.18299|EIF4A2P1",2.30935421405992,-2.15278373230465,0.890785488657628,-2.41672519334458,0.0156608356006291,0.0643649834648546,"MSTRG.18299","EIF4A2P1"
"6504",10833,"MSTRG.3984|LINC02669",2.15027153141685,-1.39424510346163,0.578485722112701,-2.41016338029861,0.0159453781677116,0.0652669326575783,"MSTRG.3984","LINC02669"
"6507",10837,"MSTRG.26531|CHL1",1552.69340024705,-1.25410697868876,0.520380499546952,-2.40998073482883,0.0159533629054982,0.0652715167238227,"MSTRG.26531","CHL1"
"6508",10840,"MSTRG.35992|ZNF804B",9.637961133073,-1.02345525729164,0.424696275274731,-2.40985220939265,0.0159589837773244,0.065280307322348,"MSTRG.35992","ZNF804B"
"6529",10886,"MSTRG.14829|PRRT2",1479.01413321278,-1.16777234796402,0.485465403929217,-2.40546975852945,0.0161516887121276,0.0658006400417939,"MSTRG.14829","PRRT2"
"6538",10900,"MSTRG.10325|PHB1P13",0.788778020044695,-2.03887317230308,0.848052358846682,-2.40418312741428,0.0162086513974266,NA,"MSTRG.10325","PHB1P13"
"6552",10926,"ENSG00000274680|MYO5BP1",3.41982449121749,-1.28225431787036,0.53391189440141,-2.40162156212673,0.0163225847788806,0.0662584823864823,"ENSG00000274680","MYO5BP1"
"6557",10935,"MSTRG.37351|LZTS1",560.408167431573,-1.974956145492,0.822670604042178,-2.40066453789413,0.016365331545952,0.0663773522659361,"MSTRG.37351","LZTS1"
"6578",10970,"MSTRG.41141|MTHFD1P1",2.88473436129422,-1.05892758958788,0.441888024844626,-2.39637086784648,0.0165583268482053,0.0669451352185465,"MSTRG.41141","MTHFD1P1"
"6588",10997,"MSTRG.25349|CHAF1B",53.1023533245495,-3.32368781487927,1.38901305393691,-2.39284130948868,0.0167184702981592,0.0674208166998658,"MSTRG.25349","CHAF1B"
"6593",11009,"MSTRG.31548|ANKRD34B",61.0100799906718,-1.27747636892098,0.534161824441051,-2.39155310332732,0.0167772567368476,0.0675858239416728,"MSTRG.31548","ANKRD34B"
"6597",11014,"ENSG00000279266",2.90024572212304,-1.21036846578045,0.506223108133902,-2.39097829856533,0.0168035460713527,0.0676642382660045,"ENSG00000279266","ENSG00000279266"
"6614",11039,"MSTRG.30135|TNIP3",7.11913882494506,-1.4387631330657,0.602437906440203,-2.38823473371277,0.0169295249002843,0.0680166205819275,"MSTRG.30135","TNIP3"
"6618",11044,"MSTRG.26490|PANX2",284.4914481119,-1.10613772535329,0.463387641403838,-2.3870678164878,0.0169833580965766,0.0682019073848349,"MSTRG.26490","PANX2"
"6623",11057,"MSTRG.40735|ADGRG2",24.8085544737275,-1.00692919610817,0.422281486798758,-2.38449761021144,0.0171024590878061,0.0685953907995161,"MSTRG.40735","ADGRG2"
"6627",11061,"MSTRG.21309|TTC32-DT",2.5216908028874,-1.11035506193482,0.465687573694028,-2.38433474427291,0.0171100307740703,0.0686028579078193,"MSTRG.21309","TTC32-DT"
"6634",11077,"ENSG00000248599|FLJ42969",8.07157138020998,-1.17580752166121,0.493603728250498,-2.38208800778041,0.0172147827471498,0.0689246220099198,"ENSG00000248599","FLJ42969"
"6649",11109,"ENSG00000006788|MYH13",4.80710133131642,-2.044871744113,0.860252569432623,-2.37705973428443,0.0174512617965661,0.0696667160494398,"ENSG00000006788","MYH13"
"6650",11112,"MSTRG.19143|PIP5K1C",1770.5076879766,-1.17343704919782,0.493701913435777,-2.37681284447861,0.0174629459989292,0.0696972586044846,"MSTRG.19143","PIP5K1C"
"6651",11114,"MSTRG.15762|LINC02182",2.00134447538733,-2.6166332982956,1.10097254589778,-2.376656264541,0.0174703597886647,0.0697142586782121,"MSTRG.15762","LINC02182"
"6657",11123,"MSTRG.38071|CA1",15.2727992314626,-3.36645009267163,1.41683933551452,-2.37602811291877,0.017500129432134,0.0697763594767443,"MSTRG.38071","CA1"
"6663",11134,"MSTRG.20706|KLK7",493.496516264203,-1.07379867266804,0.452110924901692,-2.37507791456606,0.0175452461795244,0.0698869038143044,"MSTRG.20706","KLK7"
"6667",11143,"MSTRG.33996|TTK",6.56468958227305,-1.74472079125802,0.734922894082484,-2.37401883286847,0.017595652993465,0.0700308890344984,"MSTRG.33996","TTK"
"6679",11164,"MSTRG.21287|CYRIA",1717.71126473615,-1.27690263368974,0.538269829893522,-2.37223519278859,0.0176808319910014,0.0702370931667334,"MSTRG.21287","CYRIA"
"6687",11177,"MSTRG.1630|SSX2IP",580.99908376672,-1.07422668685655,0.45319518214487,-2.37034004150812,0.0177717320639116,0.0705158079613124,"MSTRG.1630","SSX2IP"
"6696",11198,"MSTRG.8511|AMN1",310.170978152192,-1.15812244319031,0.489371677151821,-2.3665497969369,0.0179547586763624,0.0711079870094588,"MSTRG.8511","AMN1"
"6709",11216,"MSTRG.16138|CD68",501.611642137237,-1.38477976105073,0.585724346008122,-2.36421752055963,0.0180682004636301,0.0714420428386598,"MSTRG.16138","CD68"
"6731",11274,"MSTRG.7888|OPCML",1038.88503975894,-1.54946895753454,0.657041366855876,-2.35825175658143,0.0183612358359375,0.072232408901754,"MSTRG.7888","OPCML"
"6742",11291,"MSTRG.26533|RPS8P6",0.697412582297322,-2.08183896240403,0.883640464080923,-2.35597966257618,0.0184739290884154,NA,"MSTRG.26533","RPS8P6"
"6755",11310,"MSTRG.19746|NCAN",1178.44746367149,-1.75936439643434,0.747354953861801,-2.35412154203727,0.0185665392085653,0.072813252248869,"MSTRG.19746","NCAN"
"6757",11314,"MSTRG.8847|MYG1-AS1",3.1881312152932,-1.24811522466861,0.53035539308971,-2.3533563360173,0.0186047955894279,0.0729323880896039,"MSTRG.8847","MYG1-AS1"
"6771",11332,"MSTRG.14003|ALDH1A3-AS1",124.786326968564,-1.01377922480629,0.43131021232611,-2.35046422698609,0.0187500098809568,0.0733895277391349,"MSTRG.14003","ALDH1A3-AS1"
"6779",11357,"MSTRG.30704|F11-AS1",3.60039773351779,-1.12003828693337,0.477027482034311,-2.3479533760967,0.0188768840514986,0.0737229217922195,"MSTRG.30704","F11-AS1"
"6786",11372,"MSTRG.19221|TINCR",4.70982020687499,-2.09911492716215,0.894771038645448,-2.34597996191283,0.0189771276808054,0.0740163238107261,"MSTRG.19221","TINCR"
"6795",11388,"MSTRG.8561|LINC02471",6.30278726115788,-1.87324353930167,0.799095027510109,-2.34420622680945,0.0190676250930791,0.0742644430667266,"MSTRG.8561","LINC02471"
"6797",11393,"MSTRG.21585|CYP1B1-AS1",7.16179778993587,-1.20755796514936,0.515317939257829,-2.34332607727282,0.0191126709370312,0.0744071059325921,"MSTRG.21585","CYP1B1-AS1"
"6815",11424,"MSTRG.23610|C2orf80",273.00124541675,-1.04488264142486,0.4467195799325,-2.33901241038672,0.0193347912120483,0.0750631117704923,"MSTRG.23610","C2orf80"
"6829",11452,"ENSG00000276605",1.65273591910441,-3.04910325468789,1.30550245295816,-2.3355783421003,0.0195132284496012,0.0755737951396892,"ENSG00000276605","ENSG00000276605"
"6845",11486,"MSTRG.39688|PCAT7",6.64203163895746,-1.58629486616413,0.680418893963227,-2.33135040816468,0.0197348902246927,0.0762052605671237,"MSTRG.39688","PCAT7"
"6847",11488,"MSTRG.41438|DRP2",150.01153708115,-1.96150167158446,0.841490327470742,-2.3309854047641,0.0197541293010577,0.0762662261651979,"MSTRG.41438","DRP2"
"6860",11512,"ENSG00000235933|LINC01779",1.30542089311756,-2.80165615971294,1.20372704317816,-2.32748460341625,0.0199394875128402,0.0768275128175178,"ENSG00000235933","LINC01779"
"6866",11522,"MSTRG.12166|PPP4R4",366.720603800191,-2.15506036691479,0.926185469145895,-2.32681297505362,0.0199752215316351,0.076898166011264,"MSTRG.12166","PPP4R4"
"6876",11551,"MSTRG.12403|CEP170B",364.515226726582,-1.5230578052959,0.655323496330157,-2.32413123262801,0.0201184615590279,0.0772544729243464,"MSTRG.12403","CEP170B"
"6894",11576,"MSTRG.20355|ZNF575",41.0169073789817,-1.37537798571821,0.592743844019551,-2.32035811016006,0.0203215129845542,0.0778650760179668,"MSTRG.20355","ZNF575"
"6896",11578,"MSTRG.1855|LINC01709",1.63383760422927,-2.54107966476477,1.09520187083072,-2.32019295478132,0.0203304415532278,0.0778832401908105,"MSTRG.1855","LINC01709"
"6904",11592,"ENSG00000215498|FAM230B",1.09412244111216,-2.58836846189666,1.1164699833803,-2.31835024714228,0.0204302936640227,0.0781802303295933,"ENSG00000215498","FAM230B"
"6932",11650,"MSTRG.9223|NAV3",181.169633568818,-1.44241966972987,0.62401285199307,-2.31152237509668,0.0208040187251212,0.079233089409599,"MSTRG.9223","NAV3"
"6933",11651,"MSTRG.31227|IL6ST-DT",1.31253183288694,-1.87568987331796,0.811515994413939,-2.31134060970979,0.0208140485952511,0.0792629531647957,"MSTRG.31227","IL6ST-DT"
"6935",11655,"MSTRG.3917|OR2L13",7.57028536832518,-6.02708295581613,2.60829119314848,-2.31074006293784,0.0208472169257941,0.0793634211139394,"MSTRG.3917","OR2L13"
"6936",11658,"MSTRG.13229|HERC1",295.050707681851,-1.43599380626281,0.621588387181221,-2.31020050547398,0.0208770560828186,0.079453983527064,"MSTRG.13229","HERC1"
"6942",11667,"MSTRG.9961|LINC02347",17.8031538164014,-1.29119790817319,0.55924854978021,-2.3088086838681,0.0209541999386776,0.0796883374076769,"MSTRG.9961","LINC02347"
"6949",11681,"MSTRG.26296|TEF",1486.58873024584,-1.15476787451723,0.500520820828347,-2.30713254366945,0.0210474322085587,0.0799389306111667,"MSTRG.26296","TEF"
"6950",11682,"MSTRG.6633|SLC22A9",18.8125744464097,-1.24043648096801,0.537654906392342,-2.30712389344929,0.0210479142973883,0.0799389306111667,"MSTRG.6633","SLC22A9"
"6954",11688,"MSTRG.30726|AHRR",51.5581389672608,-1.04064536245777,0.451154324162887,-2.30662836799508,0.0210755466884425,0.0800052657783009,"MSTRG.30726","AHRR"
